p1,p1_name,p2,p2_name,test_ns,test_iqr,ctl_ns,ctl_iqr,diff_ns,noise_floor,random_sat,significant,anomaly,test_mpb,ctl_mpb,diff_mpb,test_ipc,ctl_ipc,test_fe_per_br,ctl_fe_per_br
64.0,D,0.0,m,0.8856,0.09225000000000005,0.9159,0.08624999999999994,0.030299999999999994,0.03949999999999998,3.6225,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,D,0.0,m,0.889,0.058049999999999935,0.947,0.0958,0.05799999999999994,0.03949999999999998,3.6225,no,noisy(diff=+0.0580<=iqr=0.0958),0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,D,0.0,m,0.8786,0.11204999999999987,0.9389,0.09854999999999992,0.06029999999999991,0.03949999999999998,3.6225,no,noisy(diff=+0.0603<=iqr=0.1120),0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,D,0.0,m,0.9406,0.11775000000000013,0.926,0.09114999999999995,-0.014599999999999946,0.03949999999999998,3.6225,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,D,0.0,m,0.9066,0.10129999999999995,0.8992,0.09094999999999998,-0.007399999999999962,0.03949999999999998,3.6225,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
