p1,p2,test_ns,test_iqr,ctl_ns,ctl_iqr,diff_ns,noise_floor,significant,anomaly,test_mpb,ctl_mpb,diff_mpb,test_ipc,ctl_ipc,test_fe_per_br,ctl_fe_per_br
64.0,2.0,0.8736,0.057049999999999934,0.9084,0.03754999999999997,0.03479999999999994,0.12014999999999998,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,2.0,0.8455,0.0403,0.889,0.04139999999999988,0.04349999999999998,0.12014999999999998,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,2.0,0.8505,0.03854999999999997,0.8957,0.04674999999999996,0.04520000000000002,0.12014999999999998,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,2.0,0.8683,0.032299999999999995,0.8686,0.03634999999999988,0.000300000000000078,0.12014999999999998,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,2.0,0.8785,0.06955,0.8716,0.0734499999999999,-0.006899999999999906,0.12014999999999998,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,2.0,0.8729,0.05974999999999997,0.8694,0.060899999999999954,-0.0035000000000000586,0.12014999999999998,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
