p1,corr_dist_elements,p2,test_ns,test_iqr,ctl_ns,ctl_iqr,diff_ns,noise_floor,significant,anomaly,test_mpb,ctl_mpb,diff_mpb,test_ipc,ctl_ipc,test_fe_per_br,ctl_fe_per_br
1.0,3.0,0.0,1.8131,0.02389999999999981,3.0372,0.045500000000000096,1.2241,0.03270000000000017,yes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5.0,0.0,1.8127,0.028650000000000064,3.0345,0.04035000000000011,1.2218,0.03270000000000017,yes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,7.0,0.0,1.8317,0.03314999999999979,3.0164,0.017049999999999788,1.1846999999999999,0.03270000000000017,yes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9.0,0.0,1.9137,0.0865499999999999,3.0269,0.019899999999999807,1.1132,0.03270000000000017,yes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,11.0,0.0,2.3963,0.1524000000000001,3.0193,0.01529999999999987,0.6229999999999998,0.03270000000000017,yes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,13.0,0.0,2.8725,0.05705000000000027,3.0257,0.017349999999999977,0.1532,0.03270000000000017,yes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,15.0,0.0,2.9937,0.016799999999999926,3.0223,0.01100000000000012,0.02859999999999996,0.03270000000000017,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,17.0,0.0,3.0219,0.018000000000000238,3.0215,0.02279999999999971,-0.00039999999999995595,0.03270000000000017,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,19.0,0.0,3.0157,0.022749999999999826,3.0197,0.02234999999999987,0.0040000000000000036,0.03270000000000017,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,21.0,0.0,3.0423,0.056199999999999584,3.0412,0.07795000000000041,-0.001100000000000101,0.03270000000000017,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,23.0,0.0,3.0542,0.030700000000000394,3.0568,0.04210000000000047,0.0026000000000001577,0.03270000000000017,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,25.0,0.0,3.0438,0.02895000000000003,3.0616,0.041749999999999954,0.017799999999999816,0.03270000000000017,no,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
